2025-04-08 18:02:17,894 - __main__ - INFO - SpaCy model loaded successfully
2025-04-08 18:02:41,710 - __main__ - INFO - SpaCy model loaded successfully
2025-04-08 18:02:52,391 - __main__ - INFO - SpaCy model loaded successfully
2025-04-08 18:03:16,319 - __main__ - INFO - SpaCy model loaded successfully
2025-04-08 18:03:20,316 - __mp_main__ - INFO - SpaCy model loaded successfully
2025-04-08 18:03:20,570 - truthlens - INFO - SpaCy model loaded successfully
2025-04-08 18:03:20,582 - sentence_transformers.SentenceTransformer - INFO - Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2025-04-08 18:03:20,751 - sentence_transformers.SentenceTransformer - INFO - Use pytorch device: cpu
2025-04-08 18:03:20,758 - truthlens - WARNING - Knowledge Graph not initialized due to missing credentials
2025-04-08 18:03:20,758 - truthlens - INFO - TruthLens system initialized successfully
2025-04-08 18:03:30,651 - truthlens - INFO - TruthLens system shut down
2025-04-08 18:03:43,388 - __main__ - INFO - SpaCy model loaded successfully
2025-04-08 18:03:59,701 - __main__ - INFO - SpaCy model loaded successfully
2025-04-08 18:04:34,324 - __main__ - INFO - SpaCy model loaded successfully
2025-04-08 18:04:50,087 - __main__ - INFO - SpaCy model loaded successfully
2025-04-08 18:05:47,821 - __main__ - INFO - SpaCy model loaded successfully
2025-04-08 18:05:51,783 - __mp_main__ - INFO - SpaCy model loaded successfully
2025-04-08 18:06:40,304 - __mp_main__ - INFO - SpaCy model loaded successfully
2025-04-08 18:06:56,458 - __mp_main__ - INFO - SpaCy model loaded successfully
2025-04-08 18:07:32,831 - __main__ - INFO - SpaCy model loaded successfully
2025-04-08 18:07:36,999 - __mp_main__ - INFO - SpaCy model loaded successfully
2025-04-08 18:07:37,256 - Try_train - INFO - SpaCy model loaded successfully
2025-04-08 18:07:37,262 - sentence_transformers.SentenceTransformer - INFO - Load pretrained SentenceTransformer: distilbert-base-nli-mean-tokens
2025-04-08 18:07:37,465 - sentence_transformers.SentenceTransformer - INFO - Use pytorch device: cpu
2025-04-08 18:07:40,368 - Try_train - WARNING - Knowledge Graph not initialized due to missing credentials
2025-04-08 18:07:40,368 - Try_train - INFO - TruthLens system initialized successfully
2025-04-08 18:08:17,251 - Try_train - INFO - Analyzing claim: COVID-19 vaccines contain microchips for tracking people.
2025-04-08 18:08:17,251 - Try_train - INFO - Extracting entities...
2025-04-08 18:08:17,270 - Try_train - INFO - Analyzing sentiment...
2025-04-08 18:08:17,278 - Try_train - INFO - Searching for relevant articles...
2025-04-08 18:08:17,278 - Try_train - INFO - Searching for: COVID-19 vaccines contain microchips for tracking people.
2025-04-08 18:08:18,803 - Try_train - INFO - Found 10 articles for: COVID-19 vaccines contain microchips for tracking people.
2025-04-08 18:08:18,807 - Try_train - INFO - Found 10 articles
2025-04-08 18:08:18,808 - Try_train - INFO - Creating embeddings...
2025-04-08 18:08:19,347 - Try_train - INFO - Retrieved 2 relevant articles
2025-04-08 18:08:19,347 - Try_train - INFO - Fact-checking with XLM Roberta...
2025-04-08 18:08:19,599 - sentence_transformers.SentenceTransformer - INFO - Load pretrained SentenceTransformer: paraphrase-MiniLM-L6-v2
2025-04-08 18:08:19,699 - sentence_transformers.SentenceTransformer - INFO - Use pytorch device: cpu
2025-04-08 18:08:19,772 - Try_train - ERROR - Error processing analysis request: string indices must be integers, not 'str'
2025-04-08 18:10:09,016 - Try_train - INFO - TruthLens system shut down
2025-04-08 18:10:14,129 - __mp_main__ - INFO - SpaCy model loaded successfully
2025-04-08 18:10:14,401 - Try_train - INFO - SpaCy model loaded successfully
2025-04-08 18:10:14,407 - sentence_transformers.SentenceTransformer - INFO - Load pretrained SentenceTransformer: distilbert-base-nli-mean-tokens
2025-04-08 18:10:14,614 - sentence_transformers.SentenceTransformer - INFO - Use pytorch device: cpu
2025-04-08 18:10:17,263 - Try_train - WARNING - Knowledge Graph not initialized due to missing credentials
2025-04-08 18:10:17,263 - Try_train - INFO - TruthLens system initialized successfully
2025-04-08 18:11:11,656 - Try_train - INFO - Analyzing claim: COVID-19 vaccines contain microchips for tracking people.
2025-04-08 18:11:11,656 - Try_train - INFO - Extracting entities...
2025-04-08 18:11:11,669 - Try_train - INFO - Analyzing sentiment...
2025-04-08 18:11:11,676 - Try_train - INFO - Searching for relevant articles...
2025-04-08 18:11:11,676 - Try_train - INFO - Searching for: COVID-19 vaccines contain microchips for tracking people.
2025-04-08 18:11:12,866 - Try_train - INFO - Found 10 articles for: COVID-19 vaccines contain microchips for tracking people.
2025-04-08 18:11:12,867 - Try_train - INFO - Found 10 articles
2025-04-08 18:11:12,868 - Try_train - INFO - Creating embeddings...
2025-04-08 18:11:13,121 - Try_train - INFO - Retrieved 2 relevant articles
2025-04-08 18:11:13,121 - Try_train - INFO - Fact-checking with XLM Roberta...
2025-04-08 18:11:13,228 - sentence_transformers.SentenceTransformer - INFO - Load pretrained SentenceTransformer: paraphrase-MiniLM-L6-v2
2025-04-08 18:11:13,292 - sentence_transformers.SentenceTransformer - INFO - Use pytorch device: cpu
2025-04-08 18:11:31,107 - Try_train - INFO - Analyzing claim: Doctors discovered that drinking hot water with lemon cures all types of cancer.
2025-04-08 18:11:31,108 - Try_train - INFO - Extracting entities...
2025-04-08 18:11:31,117 - Try_train - INFO - Analyzing sentiment...
2025-04-08 18:11:31,118 - Try_train - INFO - Searching for relevant articles...
2025-04-08 18:11:31,118 - Try_train - INFO - Searching for: Doctors discovered that drinking hot water with lemon cures all types of cancer.
2025-04-08 18:11:32,374 - Try_train - INFO - Found 10 articles for: Doctors discovered that drinking hot water with lemon cures all types of cancer.
2025-04-08 18:11:32,376 - Try_train - INFO - Found 10 articles
2025-04-08 18:11:32,377 - Try_train - INFO - Creating embeddings...
2025-04-08 18:11:32,994 - Try_train - INFO - Retrieved 6 relevant articles
2025-04-08 18:11:32,994 - Try_train - INFO - Fact-checking with XLM Roberta...
2025-04-08 18:11:33,204 - sentence_transformers.SentenceTransformer - INFO - Load pretrained SentenceTransformer: paraphrase-MiniLM-L6-v2
2025-04-08 18:11:33,283 - sentence_transformers.SentenceTransformer - INFO - Use pytorch device: cpu
2025-04-08 18:12:45,175 - Try_train - INFO - Analyzing claim: https://en.wikipedia.org/wiki/Germany
2025-04-08 18:12:45,175 - Try_train - INFO - Extracting entities...
2025-04-08 18:12:45,182 - Try_train - INFO - Analyzing sentiment...
2025-04-08 18:12:45,183 - Try_train - INFO - Searching for relevant articles...
2025-04-08 18:12:45,183 - Try_train - INFO - Searching for: https://en.wikipedia.org/wiki/Germany
2025-04-08 18:12:46,884 - Try_train - INFO - Found 10 articles for: https://en.wikipedia.org/wiki/Germany
2025-04-08 18:12:46,887 - Try_train - INFO - Found 10 articles
2025-04-08 18:12:46,888 - Try_train - INFO - Creating embeddings...
2025-04-08 18:12:47,263 - Try_train - INFO - Retrieved 0 relevant articles
2025-04-08 18:12:47,263 - Try_train - INFO - Fact-checking with XLM Roberta...
2025-04-08 18:12:47,394 - sentence_transformers.SentenceTransformer - INFO - Load pretrained SentenceTransformer: paraphrase-MiniLM-L6-v2
2025-04-08 18:12:47,488 - sentence_transformers.SentenceTransformer - INFO - Use pytorch device: cpu
2025-04-08 18:13:08,479 - Try_train - INFO - Analyzing claim: Scientific studies prove that climate change is a hoax invented to get more funding.
2025-04-08 18:13:08,480 - Try_train - INFO - Extracting entities...
2025-04-08 18:13:08,500 - Try_train - INFO - Analyzing sentiment...
2025-04-08 18:13:08,501 - Try_train - INFO - Searching for relevant articles...
2025-04-08 18:13:08,502 - Try_train - INFO - Searching for: Scientific studies prove that climate change is a hoax invented to get more funding.
2025-04-08 18:13:10,283 - Try_train - INFO - Found 10 articles for: Scientific studies prove that climate change is a hoax invented to get more funding.
2025-04-08 18:13:10,287 - Try_train - INFO - Found 10 articles
2025-04-08 18:13:10,289 - Try_train - INFO - Creating embeddings...
2025-04-08 18:13:10,655 - Try_train - INFO - Retrieved 2 relevant articles
2025-04-08 18:13:10,655 - Try_train - INFO - Fact-checking with XLM Roberta...
2025-04-08 18:13:10,795 - sentence_transformers.SentenceTransformer - INFO - Load pretrained SentenceTransformer: paraphrase-MiniLM-L6-v2
2025-04-08 18:13:10,875 - sentence_transformers.SentenceTransformer - INFO - Use pytorch device: cpu
2025-04-08 18:14:06,899 - Try_train - INFO - Analyzing claim: COVID-19 vaccines contain microchips for tracking people.
2025-04-08 18:14:06,899 - Try_train - INFO - Returning cached analysis for: COVID-19 vaccines contain microchips for tracking people.
2025-04-08 18:14:08,327 - Try_train - INFO - Analyzing claim: COVID-19 vaccines contain microchips for tracking people.
2025-04-08 18:14:08,327 - Try_train - INFO - Returning cached analysis for: COVID-19 vaccines contain microchips for tracking people.
2025-04-08 18:14:08,866 - Try_train - INFO - Analyzing claim: COVID-19 vaccines contain microchips for tracking people.
